CustomerID,Name,Email,SignupDate,Country,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Cell,RFM_Score,Cluster,Customer_Segment
C0903,Vikram Sharma,vikram.sharma53@example.com,2025-07-01,Germany,124,5,380.32,2,4,4,244,10,0,At Risk Customers
C0904,Sarah Harris,sarah.harris76@example.com,2025-07-11,United Kingdom,136,4,641.5899999999999,2,3,4,234,9,0,At Risk Customers
C0905,Amit Smith,amit.smith73@example.com,2025-03-13,Germany,32,4,550.38,4,3,4,434,11,1,Loyalists
C0906,Thomas Joshi,thomas.joshi42@example.com,2025-11-09,India,177,4,304.21999999999997,1,3,3,133,7,0,At Risk Customers
C0907,Kabir Choudhury,kabir.choudhury37@example.com,2025-08-23,Germany,212,1,69.62,1,1,1,111,3,2,Lost Customers
C0908,Siddharth Sen,siddharth.sen23@example.com,2026-01-23,United States,136,1,48.5,2,1,1,211,4,2,Lost Customers
C0909,Deepak Rao,deepak.rao67@example.com,2025-08-23,United Kingdom,142,1,11.8,2,1,1,211,4,2,Lost Customers
C0910,Sunita Nair,sunita.nair73@example.com,2025-01-03,United States,350,5,1007.3499999999999,1,4,5,145,10,0,At Risk Customers
C0911,Ananya Harris,ananya.harris65@example.com,2025-10-27,United States,116,4,234.28,2,3,3,233,8,0,At Risk Customers
C0912,Sunita Johnson,sunita.johnson98@example.com,2025-10-24,India,24,10,1567.07,4,5,5,455,14,3,Champions
C0913,Meera Joshi,meera.joshi59@example.com,2025-12-03,United States,21,6,815.83,4,5,4,454,13,3,Champions
C0914,John Thomas,john.thomas59@example.com,2025-08-03,Singapore,12,8,1154.31,5,5,5,555,15,3,Champions
C0915,James Davis,james.davis60@example.com,2025-06-25,Singapore,298,1,23.05,1,1,1,111,3,2,Lost Customers
C0916,Richard Nair,richard.nair27@example.com,2025-07-31,United States,41,5,365.74,4,4,4,444,12,0,At Risk Customers
C0917,Sunita Martinez,sunita.martinez99@example.com,2025-10-08,France,21,3,177.51,4,3,2,432,9,1,Loyalists
C0918,Suresh Brown,suresh.brown35@example.com,2025-04-18,United States,130,5,331.15,2,4,4,244,10,0,At Risk Customers
C0919,Sarah Roy,sarah.roy96@example.com,2025-03-09,Singapore,308,1,73.48,1,1,1,111,3,2,Lost Customers
C0920,Rohan Thomas,rohan.thomas79@example.com,2025-12-22,United States,4,1,66.88,5,1,1,511,7,1,Loyalists
C0921,Kabir Roy,kabir.roy81@example.com,2025-09-03,United States,48,5,247.46,3,4,3,343,10,0,At Risk Customers
C0922,Thomas White,thomas.white46@example.com,2025-08-05,Germany,53,3,164.81,3,3,2,332,8,0,At Risk Customers
C0923,Vijay Joshi,vijay.joshi13@example.com,2025-07-15,India,149,4,350.44,2,3,4,234,9,0,At Risk Customers
C0924,Ananya Williams,ananya.williams44@example.com,2026-01-20,Germany,51,1,51.34,3,1,1,311,5,2,Lost Customers
C0925,Sarah Miller,sarah.miller28@example.com,2025-02-01,United Kingdom,207,4,286.57,1,4,3,143,8,0,At Risk Customers
C0926,Sarah Brown,sarah.brown79@example.com,2025-01-17,India,75,4,279.15999999999997,3,4,3,343,10,0,At Risk Customers
C0927,Richard Joshi,richard.joshi88@example.com,2025-12-12,United Kingdom,225,1,66.76,1,1,1,111,3,2,Lost Customers
C0928,Vikram Harris,vikram.harris59@example.com,2025-05-02,United States,148,5,293.88,2,4,3,243,9,0,At Risk Customers
C0929,Sarah Mehta,sarah.mehta58@example.com,2025-07-18,United States,51,3,221.39,3,3,3,333,9,0,At Risk Customers
C0930,John Harris,john.harris16@example.com,2025-01-07,United Kingdom,206,4,298.04,1,4,3,143,8,0,At Risk Customers
C0931,Siddharth King,siddharth.king66@example.com,2025-04-26,Canada,111,4,299.73,2,4,3,243,9,0,At Risk Customers
C0932,Karen Thompson,karen.thompson79@example.com,2026-01-14,United States,13,9,2862.57,5,5,5,555,15,3,Champions
C0933,Siddharth Rodriguez,siddharth.rodriguez67@example.com,2025-04-01,Singapore,28,5,753.96,4,4,4,444,12,1,Loyalists
C0934,Arjun Johnson,arjun.johnson32@example.com,2026-01-12,United States,63,5,434.95,3,4,4,344,11,0,At Risk Customers
C0935,William Gupta,william.gupta64@example.com,2025-05-23,United States,384,1,24.87,1,1,1,111,3,2,Lost Customers
C0936,Meera Smith,meera.smith84@example.com,2025-05-11,India,157,1,51.37,2,1,1,211,4,2,Lost Customers
C0937,Ashley Reddy,ashley.reddy15@example.com,2025-03-20,Canada,24,4,512.36,4,4,4,444,12,1,Loyalists
C0938,Sanjay Mehta,sanjay.mehta90@example.com,2025-11-12,France,80,2,137.29,3,2,2,322,7,2,Lost Customers
C0939,David Anderson,david.anderson83@example.com,2025-10-09,India,250,1,44.49,1,1,1,111,3,2,Lost Customers
C0940,John Jackson,john.jackson38@example.com,2025-04-05,United States,22,11,3138.38,4,5,5,455,14,3,Champions
C0941,Sunita Smith,sunita.smith63@example.com,2025-10-06,United States,111,3,237.11,2,3,3,233,8,0,At Risk Customers
C0942,Diya Roy,diya.roy38@example.com,2025-04-20,United Kingdom,58,5,352.1,3,4,4,344,11,0,At Risk Customers
C0943,Jessica Bose,jessica.bose47@example.com,2025-04-22,Australia,468,1,51.25,1,1,1,111,3,2,Lost Customers
C0944,Kiran Jackson,kiran.jackson70@example.com,2025-10-15,Germany,10,10,1196.83,5,5,5,555,15,3,Champions
C0945,Aarav Rao,aarav.rao95@example.com,2025-06-27,United States,53,4,261.35,3,4,3,343,10,0,At Risk Customers
C0946,Kiran King,kiran.king41@example.com,2025-01-21,United Kingdom,517,1,33.09,1,1,1,111,3,2,Lost Customers
C0947,John Das,john.das24@example.com,2025-07-17,India,160,4,349.84,2,4,4,244,10,0,At Risk Customers
C0948,Sarah Verma,sarah.verma76@example.com,2026-01-30,India,27,10,1636.03,4,5,5,455,14,3,Champions
C0949,Sunita Chatterjee,sunita.chatterjee72@example.com,2025-01-23,India,41,10,1366.58,4,5,5,455,14,3,Champions
C0950,Siddharth Kumar,siddharth.kumar75@example.com,2025-02-12,Australia,1,7,1278.69,5,5,5,555,15,3,Champions
C0951,Pranav White,pranav.white78@example.com,2025-01-04,United States,523,1,24.88,1,1,1,111,3,2,Lost Customers
C0952,Tanvi Brown,tanvi.brown97@example.com,2025-08-06,France,53,5,249.37,3,4,3,343,10,0,At Risk Customers
C0953,Tanvi White,tanvi.white99@example.com,2026-01-15,Germany,165,1,34.78,2,1,1,211,4,2,Lost Customers
C0954,Arjun Reddy,arjun.reddy13@example.com,2025-08-24,United Kingdom,15,5,340.93,5,4,4,544,13,1,Loyalists
C0955,Amit Singh,amit.singh19@example.com,2025-01-28,India,26,3,261.24,4,3,3,433,10,1,Loyalists
C0956,Emily Harris,emily.harris19@example.com,2025-10-22,Germany,46,12,3885.89,3,5,5,355,13,3,Champions
C0957,Emily Mukherjee,emily.mukherjee59@example.com,2025-08-19,United States,64,5,380.8,3,4,4,344,11,0,At Risk Customers
C0958,Sandra Kumar,sandra.kumar12@example.com,2025-07-19,United Kingdom,7,8,1123.78,5,5,5,555,15,3,Champions
C0959,Anil Sharma,anil.sharma92@example.com,2026-01-04,United States,19,4,246.2,5,4,3,543,12,1,Loyalists
C0960,Deepak Gupta,deepak.gupta99@example.com,2025-02-07,India,231,1,44.59,1,1,1,111,3,2,Lost Customers
C0961,Sunita Joshi,sunita.joshi47@example.com,2026-02-07,United Kingdom,34,4,241.14,4,4,3,443,11,1,Loyalists
C0962,Sanjay Singh,sanjay.singh46@example.com,2026-01-27,Canada,30,2,127.81,4,2,2,422,8,1,Loyalists
C0963,William Choudhury,william.choudhury94@example.com,2025-01-16,United States,22,2,123.8,4,2,2,422,8,1,Loyalists
C0964,Anil Jones,anil.jones27@example.com,2026-01-18,India,8,16,5192.99,5,5,5,555,15,3,Champions
C0965,Anil Rodriguez,anil.rodriguez91@example.com,2025-03-15,India,34,2,128.13,4,2,2,422,8,1,Loyalists
C0966,Karen Sharma,karen.sharma80@example.com,2025-10-12,India,259,1,78.03,1,1,1,111,3,2,Lost Customers
C0967,Amit Sharma,amit.sharma83@example.com,2025-11-02,India,265,1,55.6,1,1,1,111,3,2,Lost Customers
C0968,Suresh Singh,suresh.singh49@example.com,2025-04-18,United Kingdom,158,1,65.53,2,1,1,211,4,2,Lost Customers
C0969,Robert Brown,robert.brown62@example.com,2025-11-27,France,11,16,5490.09,5,5,5,555,15,3,Champions
C0970,Neha Smith,neha.smith33@example.com,2025-04-24,United States,185,4,314.6,1,4,3,143,8,0,At Risk Customers
C0971,Emily Williams,emily.williams24@example.com,2025-04-03,United Kingdom,27,5,316.97,4,4,3,443,11,1,Loyalists
C0972,Gita Mehta,gita.mehta80@example.com,2025-08-25,United States,78,3,141.32999999999998,3,3,2,332,8,0,At Risk Customers
C0973,Arjun Rodriguez,arjun.rodriguez95@example.com,2025-02-04,India,71,9,1511.27,3,5,5,355,13,3,Champions
C0974,Siddharth Thompson,siddharth.thompson72@example.com,2025-06-19,India,12,5,432.7,5,4,4,544,13,1,Loyalists
C0975,James Joshi,james.joshi46@example.com,2025-11-14,India,30,11,3578.02,4,5,5,455,14,3,Champions
C0976,Siddharth Kumar,siddharth.kumar72@example.com,2025-08-19,India,39,3,181.09,4,3,2,432,9,1,Loyalists
C0977,David Thompson,david.thompson29@example.com,2025-10-17,United States,103,3,220.39,2,3,3,233,8,0,At Risk Customers
C0978,John Banerjee,john.banerjee31@example.com,2025-01-03,India,46,16,4922.25,3,5,5,355,13,3,Champions
C0979,Vikram Banerjee,vikram.banerjee45@example.com,2025-07-04,India,76,4,184.84,3,4,2,342,9,0,At Risk Customers
C0980,Jessica Taylor,jessica.taylor69@example.com,2025-08-17,India,15,4,293.36,5,4,3,543,12,1,Loyalists
C0981,David Anderson,david.anderson80@example.com,2025-02-25,India,369,1,30.18,1,1,1,111,3,2,Lost Customers
C0982,Sanjay Singh,sanjay.singh45@example.com,2025-03-13,Canada,203,3,109.82,1,3,2,132,6,0,At Risk Customers
C0983,Siddharth Miller,siddharth.miller90@example.com,2025-02-09,United Kingdom,320,5,706.33,1,4,4,144,9,0,At Risk Customers
C0984,Aditya Thomas,aditya.thomas90@example.com,2025-01-16,Germany,367,2,138.18,1,2,2,122,5,2,Lost Customers
C0985,Deepak Choudhury,deepak.choudhury85@example.com,2025-04-19,Canada,45,18,5775.09,3,5,5,355,13,3,Champions
C0986,Suresh Miller,suresh.miller79@example.com,2025-10-04,United States,23,10,1712.0900000000001,4,5,5,455,14,3,Champions
C0987,Neha Bose,neha.bose60@example.com,2025-04-25,Canada,155,4,234.56,2,4,3,243,9,0,At Risk Customers
C0988,Deepak Rodriguez,deepak.rodriguez27@example.com,2025-08-26,United States,147,1,16.73,2,1,1,211,4,2,Lost Customers
C0989,Diya Choudhury,diya.choudhury56@example.com,2025-09-15,India,288,1,37.56,1,1,1,111,3,2,Lost Customers
C0990,James King,james.king97@example.com,2025-03-26,Germany,40,9,1567.51,4,5,5,455,14,3,Champions
C0991,Meera Chatterjee,meera.chatterjee30@example.com,2025-04-02,United States,161,10,1255.21,2,5,5,255,12,3,Champions
C0992,Gita Reddy,gita.reddy71@example.com,2025-07-03,India,208,5,308.74,1,4,3,143,8,0,At Risk Customers
C0993,Priya Jones,priya.jones18@example.com,2025-05-16,India,3,18,5605.69,5,5,5,555,15,3,Champions
C0994,Amit Brown,amit.brown76@example.com,2026-02-10,India,11,3,256.15999999999997,5,3,3,533,11,1,Loyalists
C0995,Rajesh Mishra,rajesh.mishra15@example.com,2025-01-21,Singapore,106,2,134.31,2,2,2,222,6,2,Lost Customers
C0996,John Joshi,john.joshi76@example.com,2025-11-21,Germany,234,1,64.08,1,1,1,111,3,2,Lost Customers
C0997,Emily Thompson,emily.thompson79@example.com,2025-10-19,India,50,7,1144.62,3,5,5,355,13,3,Champions
C0998,William Bose,william.bose85@example.com,2025-12-01,Canada,41,4,602.3199999999999,4,4,4,444,12,0,At Risk Customers
C0999,Arjun Jackson,arjun.jackson42@example.com,2025-07-12,Singapore,403,1,19.73,1,1,1,111,3,2,Lost Customers
C1000,Vikram Jackson,vikram.jackson61@example.com,2025-06-30,Germany,54,1,42.66,3,1,1,311,5,2,Lost Customers
